"sim_id","lon","lat","value"
1,0,1,6.01061197802458
1,0.0833333333333333,1,5.39604944141923
1,0.166666666666667,1,4.60381797151595
1,0.25,1,4.26000945462347
1,0.333333333333333,1,2.90947752418219
1,0.416666666666667,1,3.58823189989391
1,0.5,1,4.66390003587435
1,0.583333333333333,1,5.82370869127162
1,0.666666666666667,1,6.13781682163362
1,0.75,1,5.56209554749963
1,0.833333333333333,1,2.61911091610679
1,0.916666666666667,1,1.78947777738443
1,1,1,2.9654337365795
1,0,0.916666666666667,6.00427826553661
1,0.0833333333333333,0.916666666666667,4.95127548875468
1,0.166666666666667,0.916666666666667,4.26401056403983
1,0.25,0.916666666666667,4.70998915611661
1,0.333333333333333,0.916666666666667,4.75725118329624
1,0.416666666666667,0.916666666666667,3.96063572415405
1,0.5,0.916666666666667,4.83868490180178
1,0.583333333333333,0.916666666666667,3.57733190748455
1,0.666666666666667,0.916666666666667,4.9639672871959
1,0.75,0.916666666666667,5.10176765127367
1,0.833333333333333,0.916666666666667,3.30565941328979
1,0.916666666666667,0.916666666666667,3.25780972623976
1,1,0.916666666666667,3.89512132302966
1,0,0.833333333333333,5.96492643320206
1,0.0833333333333333,0.833333333333333,5.84514292397952
1,0.166666666666667,0.833333333333333,5.16524649539412
1,0.25,0.833333333333333,3.99214776254153
1,0.333333333333333,0.833333333333333,5.74593776877046
1,0.416666666666667,0.833333333333333,0.410901188216018
1,0.5,0.833333333333333,3.85800220125437
1,0.583333333333333,0.833333333333333,2.3216071547286
1,0.666666666666667,0.833333333333333,2.95921359730426
1,0.75,0.833333333333333,4.13826488144782
1,0.833333333333333,0.833333333333333,3.06823928149287
1,0.916666666666667,0.833333333333333,3.54334348700431
1,1,0.833333333333333,3.24366014652388
1,0,0.75,5.12584063823343
1,0.0833333333333333,0.75,4.80261120237142
1,0.166666666666667,0.75,4.75079758680677
1,0.25,0.75,4.8739016360843
1,0.333333333333333,0.75,5.55715551500629
1,0.416666666666667,0.75,0.333300918954071
1,0.5,0.75,3.90583962267046
1,0.583333333333333,0.75,3.86291569001539
1,0.666666666666667,0.75,3.01748802959732
1,0.75,0.75,1.92318563675205
1,0.833333333333333,0.75,2.25039333013901
1,0.916666666666667,0.75,3.96426330543914
1,1,0.75,5.09962588196026
1,0,0.666666666666667,3.95497857735283
1,0.0833333333333333,0.666666666666667,5.16116694370912
1,0.166666666666667,0.666666666666667,5.25082187252197
1,0.25,0.666666666666667,4.99123912970957
1,0.333333333333333,0.666666666666667,4.95150256466073
1,0.416666666666667,0.666666666666667,5.61044734213985
1,0.5,0.666666666666667,4.8421242471405
1,0.583333333333333,0.666666666666667,5.08449019100126
1,0.666666666666667,0.666666666666667,3.85276341008994
1,0.75,0.666666666666667,3.775636447986
1,0.833333333333333,0.666666666666667,3.8799132434249
1,0.916666666666667,0.666666666666667,5.16307263050787
1,1,0.666666666666667,5.72304938607455
1,0,0.583333333333333,4.94137579962519
1,0.0833333333333333,0.583333333333333,4.81501390730235
1,0.166666666666667,0.583333333333333,3.65664396795565
1,0.25,0.583333333333333,3.88383206526123
1,0.333333333333333,0.583333333333333,5.72385862083768
1,0.416666666666667,0.583333333333333,5.97620023650227
1,0.5,0.583333333333333,5.09148870687611
1,0.583333333333333,0.583333333333333,4.31117866046788
1,0.666666666666667,0.583333333333333,3.17286160090828
1,0.75,0.583333333333333,3.36510428264038
1,0.833333333333333,0.583333333333333,4.06350580236484
1,0.916666666666667,0.583333333333333,4.58871440088465
1,1,0.583333333333333,4.2263234741003
1,0,0.5,5.51252652167645
1,0.0833333333333333,0.5,4.08703483547675
1,0.166666666666667,0.5,2.27156866835813
1,0.25,0.5,3.23988442574989
1,0.333333333333333,0.5,5.21100372806634
1,0.416666666666667,0.5,5.17325372445102
1,0.5,0.5,4.93087843538142
1,0.583333333333333,0.5,4.67426898657925
1,0.666666666666667,0.5,4.65067499160116
1,0.75,0.5,5.77207112869257
1,0.833333333333333,0.5,4.53472735093453
1,0.916666666666667,0.5,4.26753170545869
1,1,0.5,4.31210598701992
1,0,0.416666666666667,6.02491420473098
1,0.0833333333333333,0.416666666666667,5.2589003186287
1,0.166666666666667,0.416666666666667,4.02030066940054
1,0.25,0.416666666666667,3.42558290211592
1,0.333333333333333,0.416666666666667,6.04084338580596
1,0.416666666666667,0.416666666666667,5.00096622240269
1,0.5,0.416666666666667,4.62571301554437
1,0.583333333333333,0.416666666666667,5.06723616543489
1,0.666666666666667,0.416666666666667,3.23056494597886
1,0.75,0.416666666666667,5.20711599530866
1,0.833333333333333,0.416666666666667,4.34362258128266
1,0.916666666666667,0.416666666666667,3.80401893560629
1,1,0.416666666666667,4.42774660651531
1,0,0.333333333333333,6.05082670745564
1,0.0833333333333333,0.333333333333333,5.70821130373548
1,0.166666666666667,0.333333333333333,4.24834414186475
1,0.25,0.333333333333333,3.04092085503691
1,0.333333333333333,0.333333333333333,3.96601258676904
1,0.416666666666667,0.333333333333333,3.29584853679889
1,0.5,0.333333333333333,3.94933425094572
1,0.583333333333333,0.333333333333333,4.11189447956582
1,0.666666666666667,0.333333333333333,3.50071907600144
1,0.75,0.333333333333333,5.19336239974209
1,0.833333333333333,0.333333333333333,4.01623816644584
1,0.916666666666667,0.333333333333333,4.2716552264083
1,1,0.333333333333333,5.35989802160117
1,0,0.25,5.06843253648043
1,0.0833333333333333,0.25,0.889778731084405
1,0.166666666666667,0.25,5.82781020011126
1,0.25,0.25,4.37560936998974
1,0.333333333333333,0.25,3.96579963995226
1,0.416666666666667,0.25,3.70265849252226
1,0.5,0.25,5.29314197577607
1,0.583333333333333,0.25,4.72171938079601
1,0.666666666666667,0.25,5.31187264925552
1,0.75,0.25,5.29581879035436
1,0.833333333333333,0.25,4.57902900196526
1,0.916666666666667,0.25,4.62130242452186
1,1,0.25,0.307704713751804
1,0,0.166666666666667,3.03707055580965
1,0.0833333333333333,0.166666666666667,4.431049981936
1,0.166666666666667,0.166666666666667,5.52630629802047
1,0.25,0.166666666666667,3.5187931073886
1,0.333333333333333,0.166666666666667,2.83433368561875
1,0.416666666666667,0.166666666666667,5.31988924509858
1,0.5,0.166666666666667,5.90353821793337
1,0.583333333333333,0.166666666666667,5.53652401461726
1,0.666666666666667,0.166666666666667,0.300281656914222
1,0.75,0.166666666666667,5.45306498621448
1,0.833333333333333,0.166666666666667,4.96474518437224
1,0.916666666666667,0.166666666666667,3.52966256504969
1,1,0.166666666666667,5.01747240123868
1,0,0.0833333333333333,2.89300765663139
1,0.0833333333333333,0.0833333333333333,2.24402091825611
1,0.166666666666667,0.0833333333333333,3.64179813625253
1,0.25,0.0833333333333333,3.8073201065796
1,0.333333333333333,0.0833333333333333,4.66264607422493
1,0.416666666666667,0.0833333333333333,5.41387673430702
1,0.5,0.0833333333333333,4.57844034913105
1,0.583333333333333,0.0833333333333333,4.98016503349966
1,0.666666666666667,0.0833333333333333,6.17873702156665
1,0.75,0.0833333333333333,0.102576241280245
1,0.833333333333333,0.0833333333333333,5.85089954078753
1,0.916666666666667,0.0833333333333333,5.00788309955431
1,1,0.0833333333333333,3.77879737453476
1,0,0,3.98214250390474
1,0.0833333333333333,0,2.06032088982035
1,0.166666666666667,0,1.86505687588334
1,0.25,0,4.35103057190705
1,0.333333333333333,0,5.85150005910437
1,0.416666666666667,0,5.5657441749044
1,0.5,0,5.22476074812766
1,0.583333333333333,0,6.00712530571305
1,0.666666666666667,0,6.10438078029121
1,0.75,0,0.590971145591748
1,0.833333333333333,0,5.61459413593456
1,0.916666666666667,0,5.65513788703382
1,1,0,4.1752509917572
2,0,1,4.51616700147769
2,0.0833333333333333,1,3.65968375486961
2,0.166666666666667,1,3.80828685436664
2,0.25,1,4.70991716116805
2,0.333333333333333,1,5.64300860460811
2,0.416666666666667,1,5.1919181348853
2,0.5,1,4.53738448408652
2,0.583333333333333,1,4.31255352490799
2,0.666666666666667,1,4.68342950771707
2,0.75,1,6.14391431055651
2,0.833333333333333,1,5.08462145175881
2,0.916666666666667,1,4.45828447666782
2,1,1,5.85524508604953
