"sim_id","eleccion","s2","alfa","mu","neglogcl","logcl","conv","time"
1,3,1.07191804056883,0.21331624736578,4.5119963082296,4038.96551954918,-4038.96551954918,0,999.703999999998
2,3,1.36410838892883,0.281115164499945,5.05260110923936,4285.33879355869,-4285.33879355869,0,743.932999999997
3,3,0.966518654428701,0.206451751534747,4.77527365814449,3904.26504502178,-3904.26504502178,0,454.457999999999
4,3,0.956297269714233,0.20127819962462,4.79604500218867,3894.29441897011,-3894.29441897011,0,435.923999999999
5,3,0.866061302766705,0.211625089381121,5.11254050888446,3745.91377709407,-3745.91377709407,0,939.735999999997
6,3,1.39200457218584,0.212354020163797,4.40853283193547,4377.75844312299,-4377.75844312299,0,901.233
7,3,1.26336954204841,0.246664683610726,4.91821430337283,4212.84196409002,-4212.84196409002,0,828.296999999999
8,3,1.22060092909883,0.203778167182427,4.37282585878942,4203.11606108612,-4203.11606108612,0,984.402000000002
9,3,0.949520824035111,0.198780694581727,4.1665659805192,3885.0896468432,-3885.0896468432,0,405.868999999999
10,3,1.44784015508099,0.280274665412464,4.3766450684933,4352.79138938954,-4352.79138938954,0,870.773000000001
11,3,1.08710240990421,0.210532448352791,4.96578719284026,4040.3491405857,-4040.3491405857,0,979.830999999998
12,3,1.07597367907712,0.26123136546655,4.51396566526904,3991.01781505581,-3991.01781505581,0,869.411
13,3,0.921706887122677,0.200084251649073,4.60862060168182,3842.35956183079,-3842.35956183079,0,873.170999999995
14,3,1.19607950685308,0.233627900342457,5.04360236611104,4159.56700349405,-4159.56700349405,0,530.320999999996
15,3,0.928454973820514,0.214649193623708,4.60167046007042,3840.52260693532,-3840.52260693532,0,967.016000000003
16,3,1.22039059431614,0.2732861661345,5.03273316041404,4145.4831024705,-4145.4831024705,0,218.627
17,3,1.06215413184558,0.255549213501896,4.58254329174226,3973.20795098429,-3973.20795098429,0,847.439999999995
18,3,0.972527189346535,0.182051010934243,4.91960608282205,3926.94805137715,-3926.94805137715,0,759.523000000001
19,3,1.13002147644393,0.251707319563233,4.74962133807476,4067.23641648094,-4067.23641648094,0,626.828000000001
